,fund_symbol,quote_type,region,fund_short_name,fund_long_name,currency,fund_category,fund_family,exchange_code,exchange_name,exchange_timezone,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,category_return_5years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,category_return_2015,category_return_2014,category_return_2013,category_return_2012,category_return_2011,category_return_2010,category_return_2009,category_return_2008,category_return_2007,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
662,FLJP,ETF,US,Inflation-Adjusted Bond Fund - ,American Century Inflation-Adjusted Bond Fund R6 Class,USD,,American Century Investments,PCX,NYSEArca,America/New_York,205890,200580.0,602296704.0,30.303,30.336,3.895,0.11975,32.525,-3.0898,-0.095,28.63,0.8052,0.02812,0.0148,2017-11-02,0.0576,Blend,Large,0.0009,0.0046,0.9983,0.0,0.0628,0.0809,0.1607,0.0679,0.0137,0.0919,0.0971,0.2222,0.038,0.152,0.0129,1.4,9.53,20.67,1.07,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.2039,2021-05-31,0.0195,0.075,0.0171,-0.001,0.0107,0.032,0.2601,0.0905,0.0675,0.0496,0.0926,2.0,1.0,0.14346,0.19094,-0.13102,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.48,0.75,0.62,73.9,15.4,0.4,6.91
663,FLKR,ETF,US,Aberdeen Global Infrastructure ,Aberdeen Global Infrastructure Fund Class A,USD,,Aberdeen,PCX,NYSEArca,America/New_York,21985,12550.0,75317560.0,28.293,31.017,7.36,0.21584,34.1,-6.1296,-0.17975,26.74,1.2304,0.04601,0.0093,2017-11-02,0.0865,Value,Large,0.0009,0.0046,0.9979,0.0,0.0981,0.1091,0.1098,0.052,0.0186,0.098,0.0696,0.0904,0.0,0.3471,0.0073,1.28,7.51,18.56,0.89,"CLNX. BC (""Cellnex Telecom SA""): 0.0285, ENB. TO (""Enbridge Inc""): 0.0278, FER. BC (""Ferrovial SA""): 0.0278, RWE. DE (""RWE AG""): 0.0261, ENEL. MI (""Enel SpA""): 0.0256, KMI (""Kinder Morgan Inc Class P""): 0.0254, AMT (""American Tower Corp""): 0.0247, EDPR. BC (""EDP Renovaveis SA""): 0.0246, DG. PA (""Vinci SA""): 0.0242, KSU (""Kansas City Southern""): 0.0236",0.4861,2021-05-31,0.0747,0.075,0.0201,-0.001,0.0498,0.032,0.7602,0.0905,0.1155,0.0496,0.0926,2.0,1.0,0.42824,0.08054,-0.20336,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,1.53,1.2,1.12,77.55,24.1,0.5,8.23
664,FLLA,ETF,US,Aberdeen Realty Income and Grow,Aberdeen Realty Income & Growth Fund Class A,USD,,Aberdeen,PCX,NYSEArca,America/New_York,1430,920.0,5001382.0,21.43,23.357,6.85,0.25694,26.66,-6.0418,-0.22662,19.81,0.8082,0.0408,0.02,2018-10-09,0.1021,Blend,Large,0.0019,0.0046,0.9909,0.0,0.2199,0.0568,0.0648,0.1366,0.0808,0.2495,0.0389,0.073,0.0157,0.009,0.055,1.97,6.14,19.25,1.49,"PLD (""Prologis Inc""): 0.0863, EQIX (""Equinix Inc""): 0.062, WELL (""Welltower Inc""): 0.0491, ""Simon Property Group Inc"": 0.0461, O (""Realty Income Corp""): 0.0389, DLR (""Digital Realty Trust Inc""): 0.0328, AVB (""AvalonBay Communities Inc""): 0.0321, INVH (""Invitation Homes Inc""): 0.0313, ""Equity Residential Pfd"": 0.0308, HST (""Host Hotels & Resorts Inc""): 0.0279",0.3874,2021-05-31,0.0665,0.075,0.0731,-0.001,0.1818,0.032,0.4859,0.0905,0.0864,0.0496,0.0926,1.0,1.0,-0.14762,0.19619,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
665,FLLV,ETF,US,American Century Inflation-Adju,American Century Inflation Adjusted Bond Fund I Class,USD,,American Century Investments,PCX,NYSEArca,America/New_York,8350,8880.0,152130480.0,48.619,46.795,9.501,0.18885,50.31,-1.2538,-0.02492,40.809,8.2472,0.20209,0.0138,2016-09-20,0.4054,Blend,Large,0.0029,0.0046,0.9941,0.0,0.028,0.1054,0.0961,0.0827,0.025,0.1486,0.1276,0.1093,0.0324,0.2204,0.0244,4.66,16.22,27.99,3.29,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.1495,2021-05-31,0.0936,0.075,0.0068,-0.001,0.1129,0.032,0.2852,0.0905,0.1669,0.0496,0.0926,3.0,1.0,0.12452,0.3205,-0.00409,0.19825,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,0.58,0.88,1.41,94.45,16.79,0.93,17.46
666,FLM,ETF,US,American Century Inflation-Adju,American Century Inflation Adjusted Bond Fund R5 Class,USD,Industrials,American Century Investments,PCX,NYSEArca,America/New_York,1293,1000.0,10797301.0,54.943,55.315,12.38,0.20654,59.94,-6.9303,-0.11562,47.56,5.4497,0.11459,0.0154,2008-10-13,0.2,Value,Medium,0.007,0.0046,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993,0.0,0.0,0.007,1.39,7.02,13.85,0.47,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.3079,2021-06-30,0.1047,0.0941,-0.0475,-0.0183,-0.0188,-0.0059,0.3281,0.0578,0.0107,0.0521,0.123,7.0,5.0,-0.00474,0.12689,-0.21055,0.22448,-0.0567,0.06279,0.39602,0.19077,-0.10085,0.21939,0.29262,-0.32136,0.153,-14.02,1.17,0.31,84.8,22.88,0.11,-0.15
667,FLMB,ETF,US,American Century Inflation-Adju,American Century Inflation Adjusted Bond Fund R Class,USD,Muni National Long,American Century Investments,PCX,NYSEArca,America/New_York,3903,3750.0,129443192.0,27.009,27.172,2.26,0.07823,28.89,-1.76,-0.06092,26.63,0.5,0.01878,0.018,2017-08-31,0.1186,,,0.003,0.0026,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.1713,2021-06-30,0.0043,0.0625,0.0038,-0.0067,0.0187,-0.0065,0.0406,0.0936,0.0624,0.0863,0.0591,3.0,0.0,0.0746,0.08958,0.00211,0.15879,0.04837,0.14541,-0.06045,0.08937,0.12609,0.00583,0.14305,-0.04427,0.08189,0.21,1.24,0.52,94.52,5.14,0.98,4.04
668,FLMI,ETF,US,American Century Inflation Adju,American Century Inflation Adjusted Bond Fund A Class,USD,Muni National Interm,American Century Investments,PCX,NYSEArca,America/New_York,8277,21470.0,49706036.0,26.671,26.745,2.21,0.07798,28.34,-1.57,-0.0554,26.13,0.64,0.02449,0.0221,2017-08-31,0.1405,,,0.003,0.0029,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.0929,2021-06-30,0.0318,0.0354,0.0059,-0.0037,0.0269,-0.0011,0.0877,0.049,0.0588,0.0469,0.0378,3.0,0.0,0.06253,0.06804,0.00389,0.15879,0.02875,0.07266,-0.01993,0.03388,0.0781,0.02339,0.10729,-0.00983,0.08189,0.16,1.14,0.48,93.19,4.7,0.97,4.02
669,FLMX,ETF,US,American Century Inflation-Adju,American Century Inflation Adjusted Bond Fund Y Class,USD,,American Century Investments,PCX,NYSEArca,America/New_York,2088,2490.0,6046893.0,24.257,23.804,5.655,0.21758,25.99,-2.623,-0.10092,20.335,3.032,0.1491,0.0132,2017-11-03,0.1832,Blend,Large,0.0019,0.0046,0.9972,0.0,0.1869,0.1885,0.0073,0.3046,0.0,0.1679,0.0,0.1144,0.0304,0.0,0.0,2.04,6.63,17.1,1.41,"""United States Treasury Bonds 2%"": 0.0428, ""United States Treasury Notes 0.62%"": 0.038, ""United States Treasury Notes 0.25%"": 0.0319, ""United States Treasury Bonds 0.75%"": 0.0308, ""United States Treasury Bonds 1.38%"": 0.0308, ""United States Treasury Notes 0.12%"": 0.0308",0.6668,2021-05-31,0.1261,0.075,0.0592,-0.001,0.1823,0.032,0.547,0.0905,0.0511,0.0496,0.0926,1.0,2.0,-0.03614,0.12068,-0.13692,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-3.3,1.32,0.81,66.92,28.68,0.29,3.13
670,FLN,ETF,US,American Funds Int Bond Fd of A,American Funds Intermediate Bond Fund of America Class A,USD,Latin America Stock,American Funds,NGM,NasdaqGM,America/New_York,2219,1110.0,11135348.0,17.453,18.782,4.78,0.22882,20.89,-3.9728,-0.19018,16.11,0.8072,0.05011,0.0151,2011-04-18,0.34,Value,Large,0.008,0.0066,0.9979,0.0,0.2808,0.0667,0.0348,0.1391,0.0476,0.1858,0.0209,0.0472,0.0278,0.0,0.1493,1.66,6.09,11.12,1.11,"""United States Treasury Notes 0.13%"": 0.0245, ""United States Treasury Notes 0.38%"": 0.0182, ""United States Treasury Notes 0.12%"": 0.0179, ""United States Treasury Notes 0.25%"": 0.0176, ""Federal National Mortgage Association 1.5%"": 0.0175, ""Federal National Mortgage Association 2%"": 0.0167, ""United States Treasury Bills 0%"": 0.0163",0.3655,2021-06-30,0.0516,0.6157,0.0435,0.0976,0.1237,0.0972,0.4176,0.4947,0.0682,-0.0805,-0.0608,4.0,5.0,-0.12396,0.26257,-0.07424,0.20608,-0.36433,-0.16303,-0.15537,0.13496,-0.20847,0.2952,0.9248,-0.46513,0.45863,-2.59,1.49,1.04,63.87,32.93,0.34,3.65
671,FLOT,ETF,US,American Century International ,American Century International Bond Fund A Class,USD,Ultrashort Bond,American Century Investments,BTS,BATS,America/New_York,848348,932000.0,6488097792.0,50.777,50.783,0.2,0.00393,50.85,-0.18,-0.00354,50.65,0.02,0.00039,0.0059,2011-06-14,0.29,,,0.002,0.0022,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"""Us 10yr Ultra Fut Jun21 Xcbt 20210621"": 0.1125, ""JPN 10Y BOND(OSE) JUN21 XOSE 20210614"": 0.0526, ""10yr Mini Jgb Fut Jun21 Xsim 20210611"": 0.0485, ""Us 5yr Note (Cbt) Jun21 Xcbt 20210630"": 0.0441, ""Us 10yr Note (Cbt)jun21 Xcbt 20210621"": 0.0403, ""Japan (Government Of) 2%"": 0.0357, ""US LONG BOND(CBT) JUN21 XCBT 20210621"": 0.0351, ""China Development Bank 3.5%"": 0.0308, ""Japan(Govt Of) 2.4%"": 0.0304, ""Long Gilt Future Jun21 Ifll 20210628"": 0.0301",0.0925,2021-06-30,0.004,0.0107,0.0008,0.0007,0.002,0.0038,0.0105,0.0113,0.0184,0.0076,0.0109,9.0,0.0,0.00907,0.03803,0.01566,0.01828,0.00334,0.0047,0.0081,0.01317,0.00132,3e-05,0.32673,0.01688,0.08189,-0.08,0.18,0.15,6.14,2.43,0.26,3.47
672,FLQD,ETF,US,International Bond Fund - G Cla,American Century International Bond Fund G Class,USD,,American Century Investments,PCX,NYSEArca,America/New_York,1475,1770.0,27770852.0,35.341,34.648,5.751,0.15777,36.452,-1.4363,-0.0394,30.701,4.3147,0.14054,0.0343,2016-06-01,0.4238,Value,Large,0.0045,0.0046,0.9981,0.0,0.0341,0.0667,0.016,0.1519,0.0047,0.2889,0.1278,0.15,0.0193,0.1364,0.004,3.04,11.9,18.85,2.14,"""Us 10yr Ultra Fut Jun21 Xcbt 20210621"": 0.1125, ""JPN 10Y BOND(OSE) JUN21 XOSE 20210614"": 0.0526, ""10yr Mini Jgb Fut Jun21 Xsim 20210611"": 0.0485, ""Us 5yr Note (Cbt) Jun21 Xcbt 20210630"": 0.0441, ""Us 10yr Note (Cbt)jun21 Xcbt 20210621"": 0.0403, ""Japan (Government Of) 2%"": 0.0357, ""US LONG BOND(CBT) JUN21 XCBT 20210621"": 0.0351, ""China Development Bank 3.5%"": 0.0308, ""Japan(Govt Of) 2.4%"": 0.0304, ""Long Gilt Future Jun21 Ifll 20210628"": 0.0301",0.2109,2021-06-30,0.1187,0.075,-0.0016,-0.001,0.0554,0.032,0.3644,0.0905,0.1219,0.0496,0.0926,3.0,1.0,0.05985,0.23934,-0.07946,0.17054,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-1.18,0.93,1.09,92.04,17.46,0.68,11.84
673,FLQE,ETF,US,American Century International ,American Century International Bond Fund I Class,USD,Diversified Emerging Mkts,American Century Investments,PCX,NYSEArca,America/New_York,800,720.0,25170364.0,30.825,30.972,4.148,0.12721,32.608,-2.1219,-0.06507,28.46,2.0261,0.07119,0.0315,2016-06-01,0.4022,Value,Large,0.0045,0.0056,0.9902,0.0,0.1778,0.1151,0.0487,0.1433,0.0852,0.1646,0.0294,0.0321,0.0279,0.1483,0.0276,1.45,8.37,11.0,1.44,"""Us 10yr Ultra Fut Jun21 Xcbt 20210621"": 0.1125, ""JPN 10Y BOND(OSE) JUN21 XOSE 20210614"": 0.0526, ""10yr Mini Jgb Fut Jun21 Xsim 20210611"": 0.0485, ""Us 5yr Note (Cbt) Jun21 Xcbt 20210630"": 0.0441, ""Us 10yr Note (Cbt)jun21 Xcbt 20210621"": 0.0403, ""Japan (Government Of) 2%"": 0.0357, ""US LONG BOND(CBT) JUN21 XCBT 20210621"": 0.0351, ""China Development Bank 3.5%"": 0.0308, ""Japan(Govt Of) 2.4%"": 0.0304, ""Long Gilt Future Jun21 Ifll 20210628"": 0.0301",0.1111,2021-06-30,0.0751,0.1483,-0.0186,0.0101,0.0226,0.0704,0.3067,0.1554,0.0559,-0.0218,0.0165,3.0,1.0,0.01688,0.1259,-0.11724,0.28368,-0.16233,-0.03814,-0.03099,0.17248,-0.19495,0.21082,0.70114,-0.492,0.40484,-2.5,0.89,0.59,87.87,16.75,0.34,5.1
674,FLQG,ETF,US,Cavanal Hill Active Core Fd Ins,Cavanal Hill Active Core Fund Institutional Class,USD,,Cavanal Hill funds,PCX,NYSEArca,America/New_York,208,420.0,15927485.0,40.48,39.663,6.55,0.15726,41.65,-1.252,-0.03006,35.1,5.298,0.15094,0.0212,2016-06-01,0.317,Blend,Large,0.0035,0.0046,0.9982,0.0,0.0776,0.0945,0.0696,0.1484,0.014,0.0783,0.1779,0.0809,0.025,0.2207,0.0132,3.37,12.04,19.55,2.26,"APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0461, EFA (""iShares MSCI EAFE ETF""): 0.0303, ""United States Treasury Notes 1.38%"": 0.0204, AAPL (""Apple Inc""): 0.016, MSFT (""Microsoft Corp""): 0.0159, ""United States Treasury Notes 2.25%"": 0.0151, BKNG (""Booking Holdings Inc""): 0.0145, NCLH (""Norwegian Cruise Line Holdings Ltd""): 0.013, ""United States Treasury Bonds 1.12%"": 0.0129, ""United States Treasury Notes 2%"": 0.0125",0.1074,2021-06-30,0.1211,0.075,0.0123,-0.001,0.0664,0.032,0.325,0.0905,0.1345,0.0496,0.0926,3.0,1.0,0.09744,0.26098,-0.07139,0.23381,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,0.34,0.88,1.16,97.88,16.04,0.79,13.86
675,FLQH,ETF,US,Cavanal Hill Bond Fund Insti Sh,Cavanal Hill Bond Fund Institutional Class,USD,Foreign Large Blend,Cavanal Hill funds,PCX,NYSEArca,America/New_York,1567,4620.0,16742724.0,28.378,27.894,4.33,0.14788,29.28,-0.9945,-0.03397,24.95,3.3355,0.13369,0.0052,2016-06-01,0.4233,Blend,Large,0.004,0.0037,0.998,0.0,0.1421,0.1157,0.1227,0.1221,0.0018,0.0697,0.189,0.1093,0.0187,0.0797,0.0292,2.39,10.54,18.19,1.92,"""United States Treasury Notes 2%"": 0.0458, APSXX (""Cavanal Hill Government Secs MMkt Sel""): 0.0436, ""United States Treasury Notes 2.25%"": 0.0435, ""United States Treasury Notes 1.38%"": 0.0346, ""United States Treasury Bonds 1.12%"": 0.0302, ""Bank of America Corporation 3.55%"": 0.0197, ""Keurig Dr Pepper Inc 4.6%"": 0.018, ""GEORGIA ST 4.5%"": 0.0176, ""UNIVERSITY OKLA REVS 3.87%"": 0.0174, ""Hyatt Hotels Corporation 4.38%"": 0.0156",0.2047,2021-06-30,0.1155,0.0411,0.0144,0.0128,0.055,0.0562,0.2385,0.0819,0.0926,0.0078,0.0715,3.0,1.0,0.01552,0.22662,-0.06176,0.12824,-0.02563,-0.03501,0.1848,0.16793,-0.13909,0.10547,0.38882,-0.44749,0.29141,1.96,0.68,0.79,82.65,13.09,0.63,11.48
676,FLQL,ETF,US,American Century International ,American Century International Bond Fund R Class,USD,Large Blend,American Century Investments,BTS,BATS,America/New_York,126687,37500.0,1361965952.0,44.297,42.687,9.19,0.19918,46.14,-1.4,-0.03034,36.95,7.79,0.21083,0.0199,2017-04-26,0.2505,Blend,Large,0.0015,0.0036,0.9993,0.0,0.032,0.0694,0.063,0.1467,0.0019,0.0473,0.1831,0.1702,0.0219,0.2207,0.0437,5.58,14.87,24.31,2.4,"""Us 10yr Ultra Fut Jun21 Xcbt 20210621"": 0.1125, ""JPN 10Y BOND(OSE) JUN21 XOSE 20210614"": 0.0526, ""10yr Mini Jgb Fut Jun21 Xsim 20210611"": 0.0485, ""Us 5yr Note (Cbt) Jun21 Xcbt 20210630"": 0.0441, ""Us 10yr Note (Cbt)jun21 Xcbt 20210621"": 0.0403, ""Japan (Government Of) 2%"": 0.0357, ""US LONG BOND(CBT) JUN21 XCBT 20210621"": 0.0351, ""China Development Bank 3.5%"": 0.0308, ""Japan(Govt Of) 2.4%"": 0.0304, ""Long Gilt Future Jun21 Ifll 20210628"": 0.0301",0.1091,2021-06-30,0.1385,0.075,0.0195,-0.0025,0.0732,0.032,0.3626,0.1345,0.1561,0.1014,0.1576,2.0,1.0,0.10644,0.28756,-0.01976,0.15879,-0.00632,0.11786,0.31437,0.14212,0.01683,0.17791,0.32264,-0.38047,0.04402,-0.89,0.9,1.36,96.78,17.04,0.88,16.3
677,FLQM,ETF,US,American Century International ,American Century International Bond Fund Y Class,USD,Mid-Cap Blend,American Century Investments,BTS,BATS,America/New_York,6420,4320.0,44027132.0,46.045,44.051,11.491,0.23781,48.32,-2.3029,-0.04766,36.829,9.1881,0.24948,0.0103,2017-04-26,0.2502,Blend,Medium,0.003,0.0047,0.9995,0.0,0.0128,0.0325,0.1469,0.081,0.0032,0.1049,0.112,0.2252,0.0683,0.173,0.0404,4.58,14.51,23.84,1.92,"""Us 10yr Ultra Fut Jun21 Xcbt 20210621"": 0.1125, ""JPN 10Y BOND(OSE) JUN21 XOSE 20210614"": 0.0526, ""10yr Mini Jgb Fut Jun21 Xsim 20210611"": 0.0485, ""Us 5yr Note (Cbt) Jun21 Xcbt 20210630"": 0.0441, ""Us 10yr Note (Cbt)jun21 Xcbt 20210621"": 0.0403, ""Japan (Government Of) 2%"": 0.0357, ""US LONG BOND(CBT) JUN21 XCBT 20210621"": 0.0351, ""China Development Bank 3.5%"": 0.0308, ""Japan(Govt Of) 2.4%"": 0.0304, ""Long Gilt Future Jun21 Ifll 20210628"": 0.0301",0.1089,2021-06-30,0.1648,0.0901,0.014,0.0012,0.0799,0.0465,0.4609,0.1218,0.1722,0.0834,0.1592,2.0,1.0,0.15504,0.28149,-0.03578,0.15879,-0.04242,0.09844,0.37193,0.16749,-0.01711,0.29495,0.41986,-0.3965,0.05944,-1.46,1.03,1.5,94.18,19.63,0.85,15.61
678,FLQS,ETF,US,"Sanford C. Bernstein Fund, Inc.",AB Intermediate California Municipal Portfolio Class A,USD,Small Blend,AllianceBernstein,BTS,BATS,America/New_York,1656,1210.0,19092720.0,39.712,38.142,11.299,0.26992,41.86,-3.2238,-0.07701,30.561,8.0752,0.26423,0.0099,2017-04-26,0.3477,Blend,Small,0.0035,0.004,0.9996,0.0,0.0358,0.0495,0.2038,0.0684,0.0039,0.0799,0.1088,0.1823,0.0676,0.1531,0.0469,2.76,10.42,18.83,1.29,"""SOUTHEAST ALA GAS SUPPLY DIST GAS SUPPLY REV 4%"": 0.019, ""LOS ANGELES CNTY CALIF 4%"": 0.0162, ""LOS ANGELES CALIF UNI SCH DIST 5%"": 0.0155, ""LOS ANGELES CALIF 4%"": 0.014, ""CALIFORNIA ST UNIV REV 5%"": 0.0133, ""CALIFORNIA INFRASTRUCTURE & ECONOMIC DEV BK REV 5%"": 0.0124, ""CALIFORNIA ST 5%"": 0.0115, ""LOS ANGELES CALIF DEPT WTR & PWR REV 5%"": 0.0114, ""CALIFORNIA MUN FIN AUTH SPL FAC REV 4%"": 0.0109",0.0854,2021-06-30,0.2036,0.0665,0.0117,-0.0412,0.045,-0.0226,0.551,0.0371,0.1074,0.0458,0.1214,2.0,1.0,0.10268,0.18206,-0.04572,0.15879,-0.05447,0.05858,0.41802,0.16905,-0.0393,0.32925,0.32673,-0.40663,-0.04847,-7.76,1.11,1.1,85.7,22.26,0.54,8.96
679,FLRG,ETF,US,American Funds Investment Co of,American Funds Investment Company of America Class C,USD,,American Funds,PCX,NYSEArca,America/New_York,3401,2190.0,9571783.0,25.894,24.663,6.01,0.22384,26.85,-1.0218,-0.03806,20.84,4.9882,0.23936,0.0156,2020-09-15,0.3856,Blend,Large,0.0029,0.0046,0.9985,0.0,0.0177,0.1107,0.113,0.0832,0.0247,0.1438,0.1283,0.1064,0.041,0.2096,0.0216,4.71,15.04,21.82,3.26,"MSFT (""Microsoft Corp""): 0.0743, FB (""Facebook Inc Class A""): 0.0506, ""Capital Group Central Cash Fund"": 0.0406, AVGO (""Broadcom Inc""): 0.0364, CMCSA (""Comcast Corp Class A""): 0.0364, AMZN (""Amazon.com Inc""): 0.032, NFLX (""Netflix Inc""): 0.0278, GOOGL (""Alphabet Inc Class A""): 0.0256, ABT (""Abbott Laboratories""): 0.025, HD (""The Home Depot Inc""): 0.0237",0.2573,2021-04-30,0.1215,0.075,0.0499,-0.001,0.1249,0.032,0.353,0.0905,0.0864,0.0496,0.0926,4.0,2.0,0.07471,0.20515,-0.07582,0.15879,-0.00632,0.05858,0.2079,0.14212,-0.01711,0.16532,0.32673,-0.39004,0.08189,-0.715,1.02,0.88,78.01,19.66,0.56,8.4
680,FLRN,ETF,US,American Funds Investment Co of,American Funds Investment Company of America Class F-1,USD,Ultrashort Bond,American Funds,PCX,NYSEArca,America/New_York,479190,796190.0,2481560576.0,30.631,30.637,0.11,0.00359,30.68,-0.11,-0.00359,30.57,3.3130499999999996,0.116985,0.006,2011-11-30,0.27,,,0.0015,0.0022,0.9979,0.0,0.027450000000000002,0.0576,0.1105,0.0543,0.0218,0.1311,0.0941,0.0896,0.02445,0.13425,0.0197,2.92,13.24,22.04,1.9649999999999999,"MSFT (""Microsoft Corp""): 0.0743, FB (""Facebook Inc Class A""): 0.0506, ""Capital Group Central Cash Fund"": 0.0406, AVGO (""Broadcom Inc""): 0.0364, CMCSA (""Comcast Corp Class A""): 0.0364, AMZN (""Amazon.com Inc""): 0.032, NFLX (""Netflix Inc""): 0.0278, GOOGL (""Alphabet Inc Class A""): 0.0256, ABT (""Abbott Laboratories""): 0.025, HD (""The Home Depot Inc""): 0.0237",0.0891,2021-06-30,0.0038,0.0107,0.0074,0.0007,0.0014,0.0038,0.0116,0.0113,0.0182,0.0076,0.0109,9.0,0.0,0.00861,0.03832,0.0158,0.01981,0.00334,0.0047,0.0081,0.01317,0.00132,3e-05,0.32673,0.01688,0.08189,-0.06,0.17,0.15,5.97,2.33,0.27,3.61
681,FLRT,ETF,US,Disciplined Core Value Fund - R,American Century Disciplined Core Value Fund R5 Class,USD,Bank Loan,American Century Investments,PCX,NYSEArca,America/New_York,5882,2380.0,31787812.0,49.008,48.963,0.885,0.0179,49.43,-0.525,-0.01062,48.545,0.36,0.00742,0.0319,2015-02-18,0.48,,,0.0069,0.0077,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.92,13.24,22.04,1.9649999999999999,"JPM (""JPMorgan Chase & Co""): 0.0194, IWD (""iShares Russell 1000 Value ETF""): 0.0193, KR (""The Kroger Co""): 0.017, ARW (""Arrow Electronics Inc""): 0.0141, TSN (""Tyson Foods Inc Class A""): 0.0141, BRK. B (""Berkshire Hathaway Inc Class B""): 0.0139, WBA (""Walgreens Boots Alliance Inc""): 0.0139, ANTM (""Anthem Inc""): 0.0137, JNJ (""Johnson & Johnson""): 0.0132, BAC (""Bank of America Corp""): 0.013",0.1596,2021-06-30,0.0177,0.0635,0.0038,0.0047,0.009,0.0239,0.0847,0.0469,0.0364,0.0245,0.0459,4.0,1.0,0.0251,0.09512,-0.00662,0.01379,-0.01425,0.01053,0.04835,0.10259,-0.01711,0.16532,0.32673,-0.39004,0.08189,2.35,0.12,0.34,0.44,6.24,0.45,22.18
